idStore,Name,Phone,Address,City,State,ZIP,Hours
1132,Stayton ,503-769-5758,2520 Martin Dr ,Stayton ,OR,97383,11-7 M-Th; 11-8 FS; Closed Sunday
1099,Sumpter ,541-894-2362,150 N Mill St ,Sumpter ,OR,97877,8-6 M-S; Closed Sunday
1173,Sunriver ,541-593-8113,57100 Beaver Dr. Bldg. 1 ,Sunriver ,OR,97707,7-9 M-Th; 7-10 FS; 7-9 Sun
1060,Sutherlin ,541-459-4108,125 W Central Avenue ,Sutherlin ,OR,97479,9-7 M-S; 11-5 Sun
1106,Sweet Home ,541-367-3350,1301 Main St. ,Sweet Home ,OR,97386,11-7 M-S; Closed Sunday
1232,Talent ,541-535-2522,101 N Pacific Hwy ,Talent ,OR,97540,8:30-7 M-Th; 8:30-8 FS; Closed Sunday
1067,The Dalles ,541-298-2040,430 Mt. Hood Street ,The Dalles ,OR,97058,10-7 M-Th; 10-8 FS; 11-6 Sun
1048,Tigard ,503-639-1483,12490 SW Main Street ,Tigard ,OR,97223,"11-7 M-F, 10-7 S; Closed Sunday"
1102,Tillamook ,503-842-4172,1905 1st St ,Tillamook ,OR,97141,10-7 M-S; Closed Sunday
1024,Toledo ,541-336-2261,722 W Highway 20 ,Toledo ,OR,97391,9-6 M-S; 10-5 Sun
1180,Tualatin ,503-612-9833,"8101 SW Nyberg Rd, Ste 101 ",Tualatin ,OR,97062,11-7 M-S; Closed Sunday
1171,Ukiah ,541-427-3271,202 E Main Street ,Ukiah ,OR,97880,8-7 M-S; 10-7 Sun
1040,Umatilla ,541-922-4730,1508 6th St ,Umatilla ,OR,97882,10:30-7 M-S; 11-4 Sun
1021,Union ,541-562-5472,206 S Main Street ,Union ,OR,97883,8-6 M-S; Sun 10-4
1207,Unity ,541-446-3636,304 Main Street ,Unity ,OR,97884,9-6 M-S; 10-5 Sun
1059,Vale ,541-473-3474,160 Washington St E ,Vale ,OR,97918,11-7 M-S; Closed Sunday
1190,Veneta ,541-935-3224,25585 Highway 126 ,Veneta ,OR,97487,11-7 M-Th; 11-8 FS; 11-4 Sun
1072,Vernonia ,503-429-5651,1026 Bridge St ,Vernonia ,OR,97064,9-6 M-Th; 9-7 FS; 12-5 Sun
1045,Waldport ,541-563-3727,235 Hwy 101 ,Waldport ,OR,97394,10-7 M-S; Closed Sunday
1083,Wallowa ,541-886-2271,101 W 1st Street ,Wallowa ,OR,97885,10-6 M-S; Closed Sunday
1234,Wamic ,541-544-2333,57016 Wamic Market Rd ,Wamic ,OR,97063,8-6 M-Sun
1087,Warrenton ,503-861-1103,1673 E Harbor Street ,Warrenton ,OR,97146,"10-7 M-S, 11-4 Sun"
1140,Wasco ,541-442-5220,1020 Clark St ,Wasco ,OR,97065,8-6 M-S; 10-2 Sun
1115,Welches ,503-622-3408,68254 E Highway 26 ,Welches ,OR,97067,11-7 M-S; 12-4 Sun
1212,West Linn North ,503-697-3504,19335 SW Willamette Drive ,West Linn North ,OR,97068,10-8 M-S; 11-6 Sun
1240,West Linn South ,503-723-7455,21130 S. Salamo Rd ,West Linn South ,OR,97068,11-7 M-Th; 11-8 FS; 12-5 Sun
1121,Wheeler ,503-368-4906,327 Nehalem Blvd ,Wheeler ,OR,97147,10-6 M-S; Closed Sunday
1147,Willamina ,503-876-8652,212 NE Main St. ,Willamina ,OR,97396,9-6 M-S; Closed Sunday
1184,Wilsonville ,503-682-0323,"29955 SW Boones Ferry Rd, Ste H2 ",Wilsonville ,OR,97070,11-7 M-S; Closed Sunday
1029,Winston ,541-679-7925,390 SW Douglas Blvd ,Winston ,OR,97496,10-7 M-S; Closed Sunday
1068,Woodburn ,503-981-1227,1519 N Pacific Hwy ,Woodburn ,OR,97071,"10-7 M-S, 11-5 Sun"
